"Indicador","Sector","ISO Alfa3","ISO N","Código","País","Año","Valor","Unidad"
"Consumo de electricidad","Residencial","","","Caribe","Barbados","2010","309.07756270708","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Barbados","2011","300.52469158622","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Barbados","2012","295.55346868117","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Barbados","2013","293.60092570007","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Barbados","2014","290.46077107113","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Barbados","2015","295.26355077688","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Barbados","2016","304.46410363214","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Barbados","2017","304.574525826","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Barbados","2018","304.09501983419","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Barbados","2019","304.49072444632","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Barbados","2020","288.38520712291","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Barbados","2021","291.55168156425","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Barbados","1970","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Barbados","1971","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Barbados","1972","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Barbados","1973","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Barbados","1974","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Barbados","1975","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Barbados","1976","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Barbados","1977","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Barbados","1978","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Barbados","1979","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Barbados","1980","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Barbados","1981","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Barbados","1982","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Barbados","1983","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Barbados","1984","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Barbados","1985","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Barbados","1986","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Barbados","1987","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Barbados","1988","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Barbados","1989","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Barbados","1990","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Barbados","1991","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Barbados","1992","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Barbados","1993","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Barbados","1994","258","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Barbados","1995","272","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Barbados","1996","274","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Barbados","1997","289","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Barbados","1998","306","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Barbados","1999","313","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Barbados","2000","307.77604748603","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Barbados","2001","322.23087709497","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Barbados","2002","337.41924581006","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Barbados","2003","341.69895251397","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Barbados","2004","351.26818435754","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Barbados","2005","386.7517178771","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Barbados","2006","394.92206703911","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Barbados","2007","411.29336592179","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Barbados","2008","411.86581915008","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Barbados","2009","415.43775197207","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Barbados","2010","418.79340747756","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Barbados","2011","407.20445223588","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Barbados","2012","400.46855280176","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Barbados","2013","397.8228993252","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Barbados","2014","393.5680577717","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Barbados","2015","400.07572031672","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Barbados","2016","412.54227028944","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Barbados","2017","412.69188997202","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Barbados","2018","412.04216973204","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Barbados","2019","412.57834091644","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Barbados","2020","390.75571354749","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Barbados","2021","395.0462178771","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Barbados","1970","2","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Barbados","1971","2","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Barbados","1972","3","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Barbados","1973","3","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Barbados","1974","2","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Barbados","1975","2","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Barbados","1976","2","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Barbados","1977","3","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Barbados","1978","3","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Barbados","1979","4","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Barbados","1980","5","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Barbados","1981","5","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Barbados","1982","5","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Barbados","1983","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Barbados","1984","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Barbados","1985","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Barbados","1986","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Barbados","1987","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Barbados","1988","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Barbados","1989","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Barbados","1990","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Barbados","1991","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Barbados","1992","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Barbados","1993","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Barbados","1994","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Barbados","1995","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Barbados","1996","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Barbados","1997","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Barbados","1998","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Barbados","1999","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Barbados","2000","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Barbados","2001","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Barbados","2002","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Barbados","2003","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Barbados","2004","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Barbados","2005","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Barbados","2006","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Barbados","2007","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Barbados","2008","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Barbados","2009","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Barbados","2010","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Barbados","2011","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Barbados","2012","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Barbados","2013","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Barbados","2014","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Barbados","2015","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Barbados","2016","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Barbados","2017","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Barbados","2018","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Barbados","2019","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Barbados","2020","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Barbados","2021","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Barbados","1970","5","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Barbados","1971","6","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Barbados","1972","6","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Barbados","1973","8","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Barbados","1974","6","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Barbados","1975","8","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Barbados","1976","6","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Barbados","1977","13","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Barbados","1978","11","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Barbados","1979","11","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Barbados","1980","11","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Barbados","1981","13","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Barbados","1982","24","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Barbados","1983","39","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Barbados","1984","36","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Barbados","1985","42","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Barbados","1986","45","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Barbados","1987","32","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Barbados","1988","39","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Barbados","1989","24","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Barbados","1990","28","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Barbados","1991","30","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Barbados","1992","29","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Barbados","1993","32","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Barbados","1994","36","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Barbados","1995","44","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Barbados","1996","56","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Barbados","1997","59","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Barbados","1998","63","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Barbados","1999","83","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Barbados","2000","81.614734636872","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Barbados","2001","85.447804469274","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Barbados","2002","89.475391061452","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Barbados","2003","90.610265363129","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Barbados","2004","93.147793296089","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Barbados","2005","102.55716480447","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Barbados","2006","104.72374301676","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Barbados","2007","109.06501396648","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Barbados","2008","109.2168146628","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Barbados","2009","110.16400451655","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Barbados","2010","111.05384287744","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Barbados","2011","107.9807333405","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Barbados","2012","106.19453636596","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Barbados","2013","105.49297330349","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Barbados","2014","104.36469263595","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Barbados","2015","106.09036672935","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Barbados","2016","109.39619307995","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Barbados","2017","109.43586858683","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Barbados","2018","109.26357855514","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Barbados","2019","109.40575813439","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Barbados","2020","103.61892723464","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Barbados","2021","104.75666480447","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Belice","1970","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Belice","1971","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Belice","1972","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Belice","1973","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Belice","1974","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Belice","1975","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Belice","1976","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Belice","1977","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Belice","1978","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Belice","1979","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Belice","1980","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Belice","1981","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Belice","1982","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Belice","1983","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Belice","1984","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Belice","1985","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Belice","1986","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Belice","1987","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Belice","1988","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Belice","1989","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Belice","1990","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Belice","1991","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Belice","1992","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Belice","1993","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Belice","1994","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Belice","1995","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Belice","1996","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Belice","1997","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Belice","1998","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Belice","1999","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Belice","2000","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Belice","2001","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Belice","2002","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Belice","2003","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Belice","2004","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Belice","2005","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Belice","2006","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Belice","2007","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Belice","2008","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Belice","2009","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Belice","2010","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Belice","2011","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Belice","2012","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Belice","2013","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Belice","2014","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Belice","2015","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Belice","2016","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Belice","2017","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Belice","2018","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Belice","2019","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Belice","2020","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Belice","2021","","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Belice","1970","","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Belice","1971","","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Belice","1972","","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Belice","1973","","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Belice","1974","","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Belice","1975","","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Belice","1976","","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Belice","1977","","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Belice","1978","","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Belice","1979","","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Belice","1980","","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Belice","1981","","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Belice","1982","","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Belice","1983","","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Belice","1984","","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Belice","1985","","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Belice","1986","","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Belice","1987","","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Belice","1988","","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Belice","1989","","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Belice","1990","","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Belice","1991","","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Belice","1992","","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Belice","1993","","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Belice","1994","","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Belice","1995","","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Belice","1996","","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Belice","1997","","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Belice","1998","","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Belice","1999","","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Belice","2000","","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Belice","2001","21.172","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Belice","2002","18.425","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Belice","2003","20.274","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Belice","2004","21.62","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Belice","2005","22.671","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Belice","2006","24.044","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Belice","2007","25.676","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Belice","2008","28.157","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Belice","2009","28.13","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Belice","2010","31.249716547165","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Belice","2011","31.191172","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Belice","2012","49.60519","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Belice","2013","57.1043922","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Belice","2014","55.864689","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Belice","2015","65.153825","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Belice","2016","48.457674","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Belice","2017","46.913887","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Belice","2018","37.411844","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Belice","2019","36.536923","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Belice","2020","19.51","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Belice","2021","23.4913465","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Belice","1970","","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Belice","1971","","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Belice","1972","","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Belice","1973","","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Belice","1974","","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Belice","1975","","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Belice","1976","","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Belice","1977","","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Belice","1978","","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Belice","1979","","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Belice","1980","","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Belice","1981","","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Belice","1982","","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Belice","1983","","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Belice","1984","","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Belice","1985","","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Belice","1986","","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Belice","1987","","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Belice","1988","","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Belice","1989","","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Belice","1990","","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Belice","1991","","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Belice","1992","","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Belice","1993","","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Belice","1994","","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Belice","1995","","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Belice","1996","","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Belice","1997","","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Belice","1998","","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Belice","1999","","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Belice","2000","","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Belice","2001","119.14","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Belice","2002","159.23","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Belice","2003","175.82","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Belice","2004","189.5","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Belice","2005","202.42","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Belice","2006","203.36","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Belice","2007","214.93","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Belice","2008","224.03","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Belice","2009","234.6","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Belice","2010","193.39398538098","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Belice","2011","308.94634315801","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Belice","2012","305.40458388701","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Belice","2013","189.37801779307","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Belice","2014","215.92713368513","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Belice","2015","224.26671106417","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Belice","2016","219.68234978663","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Belice","2017","200.51441124687","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Belice","2018","221.62827988791","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Belice","2019","240.6093634587","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Belice","2020","245.27","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Belice","2021","256.1806435","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Belice","1970","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Belice","1971","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Belice","1972","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Belice","1973","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Belice","1974","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Belice","1975","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Belice","1976","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Belice","1977","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Belice","1978","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Belice","1979","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Belice","1980","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Belice","1981","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Belice","1982","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Belice","1983","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Belice","1984","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Belice","1985","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Belice","1986","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Belice","1987","","GWh"
